Date,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%),Index Market Capitalisation (Rs. Crores)
2023-03-31,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9932524185.0,254731.3,3.34,0.86,0.37,1.06,0.21,0.02,
2023-03-31,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12420391452.0,338188.63,4.44,0.55,0.16,0.93,1.81,0.03,
2023-03-31,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6217644155.0,103743.13,1.36,1.0,0.32,1.37,-8.74,0.02,
2023-03-31,MARUTI,Maruti Suzuki India Ltd.,PASSENGER/UTILITY VEHICLES,1510400300.0,110215.3,1.45,0.73,0.24,1.04,-3.85,0.02,
2023-03-31,NTPC,NTPC Ltd.,POWER,96966661340.0,83196.43,1.09,0.55,0.11,1.01,2.7,0.03,
2023-03-31,NESTLEIND,Nestle India Ltd.,CONSUMER FOOD,964157160.0,70293.47,0.92,0.61,0.22,1.2,5.54,0.02,
2023-03-31,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2810872948.0,261581.52,3.43,1.01,0.43,1.0,2.61,0.02,
2023-09-30,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270.0,67311.78,0.78,0.76,0.11,2.25,28.32,0.03,
2023-09-30,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,21499639940.0,68519.35,0.8,1.01,0.15,1.16,-1.14,0.02,
2023-09-30,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,7580137319.0,1145386.8,13.3,1.2,0.46,1.2,-2.87,0.01,
2023-09-30,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192.0,130682.51,1.52,1.02,0.25,1.21,5.34,0.02,
2023-09-30,GRASIM,Grasim Industries Ltd.,CEMENT,1316897582.0,71622.37,0.83,0.98,0.31,1.27,8.46,0.02,
2023-09-30,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,273749460.0,47180.04,0.55,0.89,0.14,1.12,3.31,0.02,
2023-09-30,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,833923820.0,68023.33,0.79,0.42,0.05,1.35,-0.37,0.02,
2023-09-30,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160.0,47977.39,0.56,0.32,0.01,1.21,4.82,0.03,
2023-09-30,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,399737956.0,39718.21,0.46,0.78,0.14,1.4,4.85,0.02,
2023-09-30,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,1595488813.0,83553.36,0.97,1.19,0.28,1.02,3.45,0.03,
2023-09-30,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296.0,53549.92,0.62,0.49,0.07,0.88,1.55,0.02,
2023-09-30,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,28026723695.0,233675.61,2.71,0.67,0.16,1.05,8.17,0.02,
2023-09-30,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,21692527440.0,33081.97,0.38,0.48,0.05,1.58,1.78,0.02,
2023-09-30,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247216523.0,71960.93,0.84,1.46,0.24,1.98,7.13,0.02,
2023-09-30,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1211837076.0,208237.84,2.42,1.11,0.23,1.23,9.04,0.01,
2023-09-30,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2829573580.0,57312.45,0.67,0.57,0.08,1.55,9.75,0.02,
2023-09-30,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6162939698.0,287510.38,3.34,0.85,0.19,0.93,6.49,0.02,
2023-09-30,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790.0,142507.39,1.65,0.45,0.07,1.13,-2.92,0.02,
2023-09-30,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285.0,51711.07,0.6,0.58,0.07,1.43,6.72,0.01,
2023-09-30,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4320277890.0,65950.23,0.77,1.97,0.2,1.89,4.16,0.03,
2023-09-30,ADANIENT,Adani Enterprises Ltd.,TRADING - MINERALS/ MINING,1140001121.0,79803.61,0.93,2.55,0.12,1.44,-0.22,0.02,
2023-09-30,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1614634956.0,62243.98,0.72,0.35,0.03,1.09,-5.68,0.02,
2023-09-30,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349591262.0,220139.78,2.56,0.57,0.11,0.73,-1.57,0.01,
2023-09-30,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9937255425.0,255271.79,2.96,0.81,0.23,0.87,-1.31,0.01,
2023-09-30,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12470914522.0,393487.28,4.57,0.73,0.17,0.91,1.07,0.02,
2023-09-30,UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,1501215282.0,30991.65,0.36,1.1,0.26,1.41,4.25,0.02,
2023-09-30,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160.0,131386.67,1.53,0.6,0.11,1.15,1.43,0.02,
2023-09-30,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4877520525.0,76342.17,0.89,1.03,0.17,1.53,1.73,0.03,
2023-09-30,TATASTEEL,Tata Steel Ltd.,STEEL,12221532630.0,103973.47,1.21,1.2,0.26,1.5,4.88,0.03,
2023-09-30,TATAMOTORS,Tata Motors Ltd.,PASSENGER/UTILITY VEHICLES,6644634000.0,110967.38,1.29,0.99,0.17,1.21,4.86,0.02,
2023-09-30,TATACONSUM,Tata Consumer Products Ltd.,TEA &  COFFEE,929011650.0,52952.27,0.61,0.87,0.22,1.47,5.1,0.02,
2023-09-30,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3659051373.0,361517.2,4.2,1.0,0.32,0.88,5.12,0.02,
2023-09-30,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970.0,125099.53,1.45,0.37,0.06,0.91,4.23,0.02,
2023-09-30,SBIN,State Bank of India,PUBLIC SECTOR BANK,8924611934.0,229698.54,2.67,1.25,0.34,1.01,6.63,0.02,
2023-09-30,SBILIFE,SBI Life Insurance Company Ltd.,LIFE INSURANCE,10010400420.0,58804.1,0.68,1.01,0.25,1.19,0.99,0.03,
2023-09-30,RELIANCE,Reliance Industries Ltd.,REFINERIES/MARKETING,67656234570.0,793269.35,9.21,0.0,0.0,0.85,-2.58,0.01,
2023-09-30,POWERGRID,Power Grid Corporation of India Ltd.,POWER - TRANSMISSION,93006038190.0,91031.99,1.06,0.51,0.05,1.56,8.91,0.04,
2023-09-30,NESTLEIND,Nestle India Ltd.,CONSUMER FOOD,964157160.0,80290.7,0.93,0.56,0.12,0.81,2.37,0.02,
2023-09-30,NTPC,NTPC Ltd.,POWER,96966661340.0,116669.8,1.35,0.69,0.12,1.79,11.46,0.03,
2023-09-30,MARUTI,Maruti Suzuki India Ltd.,PASSENGER/UTILITY VEHICLES,1510400300.0,141031.03,1.64,0.64,0.15,1.19,6.07,0.02,
2023-09-30,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6217644155.0,139158.34,1.62,1.02,0.21,1.43,-1.34,0.02,
2023-09-30,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2811297434.0,365504.23,4.24,0.85,0.2,1.2,11.87,0.03,
2023-09-30,LTIM,LTIMindtree Ltd.,COMPUTERS - SOFTWARE,295913763.0,47791.66,0.55,1.21,0.23,1.18,0.32,0.03,
2023-09-30,JSWSTEEL,JSW Steel Ltd.,STEEL,2445453966.0,72446.08,0.84,1.14,0.26,1.22,-0.01,0.02,
2023-09-30,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,20751789260.0,512356.28,5.95,1.36,0.35,0.92,0.0,0.02,
2023-09-30,INDUSINDBK,IndusInd Bank Ltd.,PRIVATE SECTOR BANK,7769477670.0,93251.91,1.08,1.36,0.28,1.43,3.68,0.02,
2023-09-30,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,14005936808.0,666612.56,7.74,0.93,0.37,0.93,-0.71,0.02,
2023-09-30,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION,62901396030.0,74819.32,0.87,0.6,0.09,1.35,10.16,0.02,
2023-09-30,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,10443499852.0,57247.87,0.66,1.11,0.36,1.47,-0.58,0.02,
2023-09-30,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT,2886863450.0,95322.5,1.11,0.74,0.18,1.34,-0.51,0.02,
2024-03-31,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,20753570950.0,534746.06,5.44,1.2,0.23,1.29,-10.51,0.02,
2024-03-31,JSWSTEEL,JSW Steel Ltd.,STEEL,2445453966.0,79178.42,0.8,1.23,0.34,1.84,3.76,0.03,
2024-03-31,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9939474770.0,262654.6,2.67,1.02,0.31,0.98,5.69,0.02,
2024-03-31,LTIM,LTIMindtree Ltd.,COMPUTERS - SOFTWARE,296163369.0,45339.77,0.46,1.09,0.17,1.11,-6.84,0.03,
2024-03-31,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2749259316.0,444961.3,4.52,1.05,0.24,1.57,8.23,0.02,
2024-03-31,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6217644155.0,183972.57,1.87,1.12,0.19,2.0,-0.57,0.02,
2024-03-31,MARUTI,Maruti Suzuki India Ltd.,PASSENGER/UTILITY VEHICLES,1572012870.0,166386.46,1.69,0.74,0.16,1.39,11.62,0.02,
2024-03-31,NTPC,NTPC Ltd.,POWER,96966661340.0,159550.88,1.62,1.23,0.24,2.16,0.06,0.03,
2024-03-31,NESTLEIND,Nestle India Ltd.,CONSUMER FOOD,964157160.0,93549.23,0.95,0.48,0.07,1.33,1.01,0.03,
2024-03-31,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION,62901396030.0,104536.46,1.06,1.21,0.21,2.03,1.3,0.02,
2024-03-31,POWERGRID,Power Grid Corporation of India Ltd.,POWER - TRANSMISSION,93006038190.0,126191.52,1.28,0.9,0.12,2.33,-2.1,0.03,
2024-03-31,RELIANCE,Reliance Industries Ltd.,REFINERIES/MARKETING,67656904280.0,1005280.11,10.22,1.2,0.43,1.41,1.71,0.02,
2024-03-31,SBILIFE,SBI Life Insurance Company Ltd.,LIFE INSURANCE,10013767540.0,67604.2,0.69,0.93,0.2,1.3,-3.37,0.04,
2024-03-31,SHRIRAMFIN,Shriram Finance Ltd.,NBFC,3757928100.0,65622.89,0.67,0.94,0.09,1.69,-3.23,0.0,
2024-03-31,SBIN,State Bank of India,PUBLIC SECTOR BANK,8924611934.0,288720.57,2.93,1.07,0.26,1.38,0.57,0.02,
2024-03-31,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970.0,174970.9,1.78,0.51,0.08,1.21,2.7,0.02,
2024-03-31,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3618087518.0,392694.19,3.99,0.84,0.18,1.38,-5.34,0.02,
2024-03-31,TATACONSUM,Tata Consumer Products Ltd.,TEA &  COFFEE,952834816.0,68936.84,0.7,0.86,0.17,1.81,-7.89,0.03,
2024-03-31,TATAMOTORS,Tata Motors Ltd.,PASSENGER/UTILITY VEHICLES,6646503266.0,174864.18,1.78,1.09,0.2,2.01,4.48,0.02,
2024-03-31,TATASTEEL,Tata Steel Ltd.,STEEL,12483527171.0,128406.81,1.31,1.47,0.36,2.87,10.65,0.03,
2024-03-31,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4882835570.0,79225.47,0.81,1.23,0.26,0.9,-2.02,0.03,
2024-03-31,INDUSINDBK,IndusInd Bank Ltd.,PRIVATE SECTOR BANK,7782848090.0,102737.49,1.04,1.15,0.23,1.58,5.3,0.03,
2024-03-31,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12481470212.0,379597.08,3.86,0.7,0.15,1.38,5.43,0.03,
2024-03-31,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT,2886902440.0,112579.38,1.14,0.95,0.25,1.12,-1.45,0.02,
2024-03-31,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349591262.0,202171.29,2.05,0.63,0.17,0.94,-6.13,0.02,
2024-03-31,ADANIENT,Adani Enterprises Ltd.,TRADING - MINERALS/ MINING,1140001121.0,83828.04,0.85,1.64,0.14,2.46,-2.69,0.02,
2024-03-31,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4320277890.0,98551.8,1.0,1.44,0.19,2.27,1.62,0.03,
2024-03-31,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285.0,63980.72,0.65,0.73,0.1,1.45,4.18,0.02,
2024-03-31,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790.0,128338.03,1.3,0.65,0.16,0.72,0.88,0.02,
2024-03-31,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6171986594.0,297312.0,3.02,0.88,0.19,1.22,-2.6,0.02,
2024-03-31,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2831797560.0,103622.84,1.05,0.64,0.08,1.58,15.66,0.02,
2024-03-31,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1237992640.0,201815.24,2.05,0.89,0.15,1.48,11.55,0.02,
2024-03-31,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,1595488813.0,89173.31,0.91,0.84,0.17,1.52,3.14,0.03,
2024-03-31,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,21692527440.0,57497.35,0.58,1.21,0.16,2.27,-0.24,0.08,
2024-03-31,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,28275435385.0,319600.64,3.25,0.64,0.13,1.38,9.37,0.03,
2024-03-31,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160.0,158633.71,1.61,0.75,0.18,1.48,4.89,0.02,
2024-03-31,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296.0,57965.26,0.59,0.56,0.1,1.22,-1.09,0.02,
2024-03-31,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270.0,98983.89,1.01,1.29,0.19,2.22,-0.6,0.04,
2024-03-31,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160.0,43901.71,0.45,0.74,0.09,1.25,-1.25,0.03,
2024-03-31,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,834091330.0,74989.26,0.76,0.48,0.05,1.42,-4.15,0.02,
2024-03-31,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,273805630.0,55025.35,0.56,0.95,0.14,1.63,5.98,0.02,
2024-03-31,GRASIM,Grasim Industries Ltd.,CEMENT,1316958452.0,84343.81,0.86,1.11,0.31,1.5,4.38,0.02,
2024-03-31,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192.0,163358.43,1.66,0.92,0.17,1.26,-7.23,0.02,
2024-03-31,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,7596624375.0,1088916.09,11.07,1.24,0.41,0.92,3.17,0.02,
2024-03-31,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,21508620690.0,66750.18,0.68,0.69,0.08,1.11,8.82,0.02,
2024-03-31,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,399843482.0,61365.88,0.62,0.91,0.13,1.8,6.68,0.02,
2024-03-31,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247216523.0,81835.2,0.83,1.3,0.21,1.69,11.19,0.02,
2024-03-31,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1614730808.0,78558.07,0.8,0.22,0.01,1.53,1.12,0.02,
2024-03-31,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,14042931430.0,767656.85,7.8,0.82,0.28,0.9,3.91,0.03,
2024-03-31,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,10449985326.0,67730.01,0.69,1.26,0.29,1.39,-7.42,0.03,
2024-09-30,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,10462585398.0,,0.6605164,1.06,0.26,1.68,0.57,0.03,76446.74508786
2024-09-30,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349591262.0,,2.27273754,0.22,0.03,1.34,6.49,0.02,263041.7469272
2024-09-30,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247216523.0,,0.94939132,1.13,0.25,1.73,7.82,0.02,109880.50608179
2024-09-30,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,399960236.0,,0.63886358,0.59,0.09,1.63,4.71,0.02,73940.69505672
2024-09-30,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,21522212070.0,,0.6611312,0.61,0.12,1.53,-2.8,0.02,76517.90034159
2024-09-30,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,7628644396.0,,11.33610129,0.99,0.39,0.85,5.81,0.01,1312015.94304746
2024-09-30,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192.0,,1.63675414,0.69,0.16,1.34,2.44,0.02,189434.3982211
2024-09-30,GRASIM,Grasim Industries Ltd.,CEMENT,1316958452.0,,0.8974386,0.97,0.32,1.42,3.58,0.02,103867.61046262
2024-09-30,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,274060710.0,,0.59648282,0.85,0.21,1.18,1.33,0.02,69035.63615689
2024-09-30,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,834349410.0,,0.71043027,0.41,0.08,0.85,-3.98,0.01,82223.66927798
2024-09-30,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270.0,,0.99841695,1.55,0.36,1.51,-2.82,0.03,115554.62728798
2024-09-30,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1615119840.0,,0.78426019,0.29,0.03,1.12,-0.05,0.02,90768.58516381
2024-09-30,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296.0,,0.64454744,0.27,0.04,0.78,8.25,0.02,74598.53178131
2024-09-30,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,28465772430.0,,3.95360294,0.89,0.29,1.51,7.58,0.02,457581.48698654
2024-09-30,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,43385054880.0,,0.61785934,1.39,0.28,1.95,3.44,0.02,71509.70879584
2024-09-30,BEL,Bharat Electronics Ltd.,DEFENSE,7309778829.0,,0.87984323,1.73,0.38,1.73,-4.74,0.02,101831.1604031
2024-09-30,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,1596662097.0,,0.92986195,0.99,0.36,1.44,10.68,0.03,107620.2193754
2024-09-30,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1237992640.0,,1.85931228,1.05,0.31,1.58,6.98,0.02,215192.79830106
2024-09-30,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2792576080.0,,1.18168603,0.55,0.09,1.6,13.35,0.02,136765.79545529
2024-09-30,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6186123048.0,,3.03016785,1.12,0.38,1.2,4.85,0.02,350705.09944863
2024-09-30,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790.0,,1.2993968,0.5,0.14,0.94,6.47,0.02,150389.38686813
2024-09-30,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285.0,,0.62890387,0.53,0.11,0.76,3.92,0.01,72787.97891385
2024-09-30,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,14091369608.0,,7.73821544,1.01,0.45,1.42,3.56,0.02,895604.38483155
2024-09-30,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12507598702.0,,4.1586826,0.65,0.22,0.92,3.24,0.02,481316.96547833
2024-09-30,INDUSINDBK,IndusInd Bank Ltd.,PRIVATE SECTOR BANK,7789930880.0,,0.82499871,1.19,0.41,0.95,1.57,0.02,95483.57358827
2024-09-30,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,20760673405.0,,5.82431667,0.8,0.23,1.08,-3.5,0.02,674093.86482862
2024-09-30,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT,2886973180.0,,1.16225443,1.12,0.44,1.01,4.42,0.02,134516.82361356
2024-09-30,TRENT,Trent Ltd.,SPECIALITY RETAIL,355487461.0,,1.45194324,0.84,0.1,1.32,5.81,0.01,168044.78295617
2024-09-30,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160.0,,1.36515749,0.69,0.17,1.06,7.26,0.02,158000.38753906
2024-09-30,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4891061850.0,,0.86353132,0.89,0.23,1.42,-3.62,0.03,99943.25458646
2024-09-30,TATASTEEL,Tata Steel Ltd.,STEEL,12483527171.0,,1.20517421,1.51,0.48,1.37,10.34,0.02,139484.26684217
2024-09-30,TATAMOTORS,Tata Motors Ltd.,PASSENGER/UTILITY VEHICLES,7361768240.0,,1.78490849,1.08,0.26,1.62,-12.3,0.02,206581.46301546
2024-09-30,TATACONSUM,Tata Consumer Products Ltd.,TEA &  COFFEE,989403547.0,,0.67178961,0.49,0.09,1.02,-0.27,0.02,77751.48247326
2024-09-30,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3618087518.0,,3.76428108,0.6,0.15,0.91,-6.26,0.02,435669.78335615
2024-09-30,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970.0,,1.79457318,0.46,0.11,0.91,5.77,0.02,207700.03359404
2024-09-30,SBIN,State Bank of India,PUBLIC SECTOR BANK,8924612434.0,,2.61548464,1.49,0.49,1.48,-3.4,0.02,302710.55796575
2024-09-30,ADANIENT,Adani Enterprises Ltd.,TRADING - MINERALS/ MINING,1140001121.0,,0.63674007,2.04,0.45,0.98,3.86,0.02,73694.9244409
2024-09-30,SHRIRAMFIN,Shriram Finance Ltd.,NBFC,3759892640.0,,0.86255098,1.56,0.37,1.66,11.62,0.02,99829.79248227
2024-09-30,RELIANCE,Reliance Industries Ltd.,REFINERIES/MARKETING,67658171140.0,,8.64030836,1.16,0.53,1.13,-2.19,0.01,1000010.67586728
2024-09-30,POWERGRID,Power Grid Corporation of India Ltd.,POWER - TRANSMISSION,93006038190.0,,1.37920639,1.28,0.33,1.4,4.58,0.03,159626.37620832
2024-09-30,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION,62901396030.0,,0.99614135,1.78,0.42,1.69,-10.02,0.02,115291.25422353
2024-09-30,NESTLEIND,Nestle India Ltd.,CONSUMER FOOD,964157160.0,,0.83144116,0.32,0.05,1.07,7.57,0.03,96229.20927024
2024-09-30,NTPC,NTPC Ltd.,POWER,96966661340.0,,1.81085437,1.55,0.44,1.53,6.49,0.03,209584.38412744
2024-09-30,MARUTI,Maruti Suzuki India Ltd.,PASSENGER/UTILITY VEHICLES,1572012870.0,,1.50319233,0.79,0.24,1.3,6.73,0.02,173976.24230942
2024-09-30,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6217644155.0,,2.37931475,1.22,0.3,1.87,10.32,0.02,275376.76396533
2024-09-30,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2749989800.0,,3.73330366,1.42,0.5,1.2,-0.79,0.02,432084.52331515
2024-09-30,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9940600060.0,,2.34882256,0.85,0.26,1.02,4.11,0.02,271847.66326112
2024-09-30,JSWSTEEL,JSW Steel Ltd.,STEEL,2445453966.0,,0.85238994,1.34,0.47,1.38,9.45,0.03,98653.775738
2024-09-30,SBILIFE,SBI Life Insurance Company Ltd.,LIFE INSURANCE,10019239540.0,,0.71164478,0.79,0.2,1.54,-0.34,0.03,82364.23390336
2024-09-30,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4320277890.0,,0.92107213,2.08,0.48,1.24,-2.27,0.03,106602.90394037
2025-03-31,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,20943711336.0,,0.7,1.06,0.26,1.71,-5.55,0.02,74287.0
2025-03-31,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT,2946774100.0,,1.26,1.17,0.43,1.08,13.64,0.02,133541.71
2025-03-31,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349591262.0,,1.88,0.26,0.03,1.08,3.13,0.02,199930.38
2025-03-31,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247226523.0,,0.93,1.11,0.28,1.44,7.58,0.02,98538.9
2025-03-31,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,400021672.0,,0.45,0.69,0.15,1.72,1.14,0.02,48196.27
2025-03-31,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,21528932870.0,,0.69,0.72,0.18,1.25,12.69,0.02,73210.67
2025-03-31,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,7651920290.0,,13.07,0.89,0.38,0.91,5.53,0.02,1387001.04
2025-03-31,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192.0,,1.59,0.69,0.17,1.38,1.11,0.02,168457.71
2025-03-31,GRASIM,Grasim Industries Ltd.,CEMENT,1360876778.0,,0.94,1.0,0.36,1.07,13.2,0.02,99951.89
2025-03-31,ZOMATO,Eternal Ltd.,E-RETAIL/ E-COMMERCE,9650350647.0,,1.32,0.95,0.1,2.77,-9.19,0.02,139748.98
2025-03-31,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,274164080.0,,0.69,0.97,0.27,1.53,12.03,0.02,73294.46
2025-03-31,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270.0,,0.85,1.36,0.4,1.48,7.81,0.03,90199.9
2025-03-31,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1615229882.0,,0.76,0.49,0.08,1.33,2.47,0.02,80913.83
2025-03-31,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,28510526595.0,,4.37,0.94,0.32,1.34,10.39,0.02,463766.56
2025-03-31,BEL,Bharat Electronics Ltd.,DEFENSE,7309778829.0,,1.01,1.84,0.43,1.61,22.36,0.02,107624.35
2025-03-31,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,1596662097.0,,1.03,1.11,0.39,1.74,7.21,0.02,108913.38
2025-03-31,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1239757304.0,,2.2,1.14,0.36,1.49,4.87,0.01,233295.42
